customer_id,region,city,monthly_usage_kwh,peak_usage_kwh,contract_type,tenure_months,avg_outage_hours,service_tickets,last_bill_amount,payment_delay_days,churn
C02700,West,Patna,705,369,Variable,45,3.99,6,4297,14,1
C02701,North,Noida,715,635,Fixed,11,0.99,2,4613,1,0
C02702,West,Noida,282,673,Fixed,12,6.78,7,2555,7,0
C02703,West,Chennai,700,643,Variable,44,0.74,6,2031,10,0
C02704,East,Mumbai,541,574,Fixed,15,4.89,1,5320,17,0
C02705,North,Noida,431,677,Variable,26,4.51,4,4804,7,0
C02706,South,Patna,813,417,Fixed,12,5.83,3,2826,1,0
C02707,East,Noida,387,994,Fixed,14,2.1,0,6280,0,0
C02708,South,Patna,675,1077,Fixed,5,3.05,7,3080,7,0
C02709,South,Noida,479,962,Fixed,35,2.89,6,4713,13,1
C02710,North,Gurgaon,572,341,Variable,3,1.76,0,5382,4,1
C02711,South,Chennai,281,1213,Fixed,22,3.5,7,5371,7,0
C02712,North,Patna,800,1212,Fixed,45,2.97,6,3650,15,0
C02713,West,Delhi,214,1190,Fixed,47,0.14,4,4706,8,1
C02714,North,Patna,844,641,Variable,19,6.84,1,6344,10,1
C02715,East,Noida,320,1111,Variable,28,6.33,1,2473,11,0
C02716,South,Pune,742,1246,Variable,10,2.29,3,2243,15,0
C02717,North,Pune,292,995,Fixed,22,1.21,1,3720,18,1
C02718,East,Pune,381,1101,Fixed,32,6.15,4,2966,5,1
C02719,North,Patna,489,385,Variable,20,0.42,1,3999,11,1
C02720,South,Pune,234,886,Fixed,30,3.26,5,5972,18,1
C02721,South,Bangalore,897,989,Fixed,22,6.31,0,4998,0,0
C02722,East,Delhi,861,379,Fixed,24,2.36,1,4774,2,0
C02723,East,Kolkata,793,668,Variable,39,0.93,0,6178,0,1
C02724,East,Gurgaon,726,964,Variable,19,2.15,5,5744,17,0
C02725,East,Hyderabad,224,1099,Variable,14,6.76,0,5804,10,0
C02726,East,Mumbai,552,336,Fixed,9,4.17,7,5078,11,1
C02727,South,Pune,455,320,Variable,3,6.43,6,2943,3,0
C02728,West,Hyderabad,566,480,Variable,33,4.67,1,2141,2,1
C02729,East,Noida,456,875,Fixed,5,5.89,1,6416,5,0
C02730,West,Kolkata,280,937,Variable,6,0.75,6,2641,12,0
C02731,East,Noida,490,480,Variable,40,4.93,4,4519,0,0
C02732,East,Hyderabad,537,1254,Variable,43,2.85,1,2198,7,0
C02733,East,Gurgaon,299,911,Fixed,16,3.39,4,1954,2,0
C02734,South,Delhi,321,306,Fixed,35,2.51,2,4391,17,0
C02735,West,Chennai,784,599,Fixed,11,5.45,1,1571,4,0
C02736,South,Hyderabad,293,639,Fixed,43,5.95,0,4769,16,0
C02737,North,Gurgaon,739,1272,Variable,3,6.15,3,4584,6,0
C02738,East,Pune,785,1056,Fixed,26,1.16,3,2556,6,1
C02739,East,Kolkata,893,587,Fixed,35,1.95,4,4662,11,1
C02740,West,Gurgaon,365,558,Fixed,3,2.58,1,6193,5,0
C02741,South,Patna,381,1092,Fixed,12,4.57,4,1794,8,0
C02742,South,Patna,685,855,Variable,36,6.87,5,3828,3,0
C02743,South,Patna,252,1002,Variable,44,1.22,2,3649,7,0
C02744,East,Pune,861,877,Variable,1,2.75,0,4133,13,0
C02745,West,Delhi,349,457,Fixed,41,3.81,5,3067,16,0
C02746,North,Mumbai,884,1098,Variable,40,1.49,3,4237,15,1
C02747,North,Bangalore,574,710,Variable,5,4.26,3,5943,17,0
C02748,South,Patna,875,689,Fixed,34,1.51,2,2552,9,0
C02749,West,Noida,228,1038,Variable,10,2.9,7,3216,17,0
C02750,South,Noida,693,740,Fixed,7,1,1,1700,18,0
C02751,South,Kolkata,288,1269,Variable,27,6.18,3,1868,0,0
C02752,South,Pune,610,692,Variable,4,4.03,2,1807,10,0
C02753,North,Bangalore,332,676,Fixed,35,3.7,6,4825,16,1
C02754,North,Bangalore,265,918,Variable,13,6.37,1,2057,6,1
C02755,South,Kolkata,481,613,Variable,33,6.24,7,3014,16,0
C02756,West,Delhi,224,1017,Variable,36,2.13,7,1778,14,1
C02757,North,Pune,643,682,Variable,36,5.34,3,2910,17,0
C02758,South,Gurgaon,630,1174,Fixed,25,1.63,1,4185,8,0
C02759,North,Pune,876,1163,Variable,19,3.83,2,2352,12,0
C02760,East,Mumbai,686,732,Variable,36,6.77,7,5890,10,0
C02761,East,Gurgaon,498,643,Fixed,42,0.41,3,5257,9,0
C02762,North,Gurgaon,215,805,Fixed,40,2.99,2,6126,10,0
C02763,South,Kolkata,240,724,Variable,39,6.01,7,4487,8,0
C02764,North,Delhi,200,441,Variable,24,3.05,5,2015,13,0
C02765,West,Pune,340,366,Fixed,29,3.04,3,1812,3,0
C02766,South,Noida,760,514,Variable,11,0.57,6,5485,6,0
C02767,South,Mumbai,388,984,Variable,39,3.58,1,3312,11,0
C02768,South,Hyderabad,617,481,Variable,7,0.34,7,1924,1,0
C02769,South,Gurgaon,403,1061,Fixed,4,3.31,4,5538,18,0
C02770,West,Gurgaon,325,957,Variable,25,3.17,2,4008,3,0
C02771,North,Noida,787,1137,Fixed,12,4.38,0,1772,10,0
C02772,North,Pune,435,873,Fixed,29,0.06,5,4302,16,0
C02773,East,Gurgaon,611,1275,Variable,30,0.54,2,6110,8,0
C02774,South,Mumbai,584,997,Fixed,31,4.62,0,1695,6,0
C02775,East,Hyderabad,865,474,Variable,13,3.49,6,3365,16,0
C02776,West,Delhi,492,388,Fixed,24,4.57,7,5139,8,0
C02777,North,Pune,456,831,Variable,39,0.15,2,2304,14,0
C02778,North,Pune,426,1200,Variable,32,3.64,5,3817,0,0
C02779,South,Chennai,536,1171,Variable,2,6.49,5,4589,16,1
C02780,North,Kolkata,896,300,Variable,41,4.36,4,3481,14,0
C02781,West,Hyderabad,735,748,Fixed,30,4.78,0,2192,14,1
C02782,West,Pune,609,1043,Fixed,40,0.51,0,1880,16,0
C02783,South,Chennai,373,535,Fixed,43,2.91,7,3825,6,0
C02784,East,Gurgaon,344,1270,Variable,36,6.25,6,6029,17,1
C02785,South,Noida,259,420,Variable,42,6.52,1,5570,19,1
C02786,West,Noida,781,905,Variable,38,4.7,1,3470,14,0
C02787,North,Gurgaon,724,644,Variable,30,2.82,5,2762,0,0
C02788,North,Gurgaon,883,437,Variable,26,5.33,5,1718,19,0
C02789,North,Hyderabad,761,439,Variable,38,0.27,7,2600,15,0
C02790,West,Noida,810,1024,Variable,47,4.22,1,5532,13,0
C02791,East,Gurgaon,263,744,Fixed,29,6.95,6,2075,17,0
C02792,South,Bangalore,448,877,Variable,27,4.89,1,2667,15,0
C02793,East,Chennai,874,1079,Variable,36,0.93,6,3042,5,1
C02794,North,Kolkata,589,817,Fixed,39,0.05,0,3299,1,0
C02795,South,Kolkata,487,1286,Fixed,1,3.23,3,5903,16,0
C02796,West,Kolkata,767,953,Variable,27,0.92,1,4672,10,0
C02797,West,Kolkata,283,815,Fixed,47,1.8,7,5460,1,0
C02798,East,Mumbai,704,524,Fixed,47,5.76,0,6155,7,0
C02799,South,Bangalore,898,908,Variable,5,5.01,3,4589,12,0
C02800,North,Pune,775,560,Fixed,31,3.81,5,5986,12,0
C02801,East,Hyderabad,287,792,Variable,13,5.57,2,5229,3,0
C02802,West,Hyderabad,672,656,Variable,11,5.35,3,6048,0,0
C02803,South,Patna,785,720,Fixed,1,2.24,0,4587,14,1
C02804,South,Bangalore,774,749,Fixed,46,3.68,7,6316,9,1
C02805,West,Pune,350,1229,Fixed,20,6.26,1,5325,7,0
C02806,North,Delhi,514,647,Fixed,1,0.71,0,4102,14,0
C02807,North,Patna,319,1124,Variable,33,6.52,1,2209,0,0
C02808,West,Mumbai,548,930,Fixed,20,4.33,3,5288,19,1
C02809,West,Mumbai,261,1175,Fixed,39,4.89,3,5039,7,0
C02810,North,Mumbai,597,675,Variable,40,6.59,2,3741,9,1
C02811,East,Gurgaon,865,343,Fixed,24,2.92,2,3103,5,1
C02812,East,Chennai,234,774,Fixed,47,4.35,2,3482,7,0
C02813,South,Chennai,725,321,Fixed,17,6,1,6107,12,0
C02814,South,Bangalore,418,1108,Fixed,27,2.85,3,5851,16,0
C02815,East,Chennai,745,834,Variable,9,4.94,1,4714,3,1
C02816,South,Chennai,896,655,Variable,29,6.54,1,4329,14,0
C02817,East,Delhi,441,506,Fixed,23,6.01,2,3241,17,0
C02818,South,Gurgaon,673,503,Fixed,40,0.16,5,2489,13,1
C02819,East,Patna,573,1152,Variable,35,5.28,5,2459,3,1
C02820,South,Kolkata,381,483,Fixed,16,6.19,6,2629,13,0
C02821,South,Gurgaon,764,315,Variable,8,5.36,3,5943,1,0
C02822,East,Delhi,562,494,Variable,2,0.16,0,2106,19,1
C02823,North,Chennai,300,382,Variable,29,2.52,4,2553,11,0
C02824,East,Delhi,677,1141,Variable,3,2.76,0,2929,11,0
C02825,East,Gurgaon,688,522,Variable,9,0.52,3,6128,12,1
C02826,West,Chennai,357,515,Fixed,28,5.66,6,5104,8,1
C02827,North,Delhi,651,610,Variable,20,0.55,3,5773,17,0
C02828,South,Gurgaon,854,1245,Fixed,37,6.17,2,2129,15,0
C02829,North,Mumbai,603,740,Fixed,19,3.75,3,5648,15,0
C02830,North,Hyderabad,566,581,Fixed,39,4.51,6,4680,18,0
C02831,North,Delhi,491,691,Variable,36,3.4,7,6356,2,1
C02832,West,Hyderabad,425,1058,Variable,43,3.83,5,3932,10,0
C02833,West,Pune,647,438,Fixed,8,4.83,0,3628,8,1
C02834,South,Bangalore,209,387,Variable,46,6.58,7,5365,19,0
C02835,East,Chennai,293,1234,Variable,37,4,4,3901,4,1
C02836,North,Pune,278,368,Fixed,32,0.17,5,5258,5,0
C02837,South,Chennai,335,352,Fixed,5,4.95,7,6058,15,0
C02838,South,Noida,437,1084,Variable,6,0.11,6,4366,0,0
C02839,West,Hyderabad,402,1273,Variable,8,2.91,4,4807,12,1
C02840,East,Delhi,625,810,Variable,24,1.2,4,5019,0,0
C02841,East,Kolkata,342,1100,Fixed,29,4.71,4,3744,15,1
C02842,West,Gurgaon,540,499,Fixed,3,1.87,7,1763,18,1
C02843,North,Kolkata,292,666,Fixed,5,3.4,1,4582,4,0
C02844,West,Patna,376,1165,Variable,5,6.25,6,1535,2,0
C02845,South,Bangalore,828,1099,Variable,27,1.46,3,5518,18,1
C02846,West,Bangalore,823,654,Variable,14,1.96,6,4376,5,0
C02847,East,Gurgaon,478,1224,Fixed,27,5.7,6,6050,12,0
C02848,North,Chennai,222,1177,Fixed,45,5.82,3,1801,12,0
C02849,South,Kolkata,222,1066,Fixed,2,3.96,7,4726,18,1
C02850,South,Chennai,825,998,Fixed,23,5.76,3,5936,16,0
C02851,East,Kolkata,554,729,Fixed,47,2.39,1,4447,10,0
C02852,West,Bangalore,855,1148,Fixed,9,0.5,1,3872,6,0
C02853,South,Patna,453,1203,Variable,6,4.39,7,5058,8,0
C02854,West,Gurgaon,868,738,Variable,5,5.05,4,2084,3,1
C02855,South,Mumbai,864,774,Variable,13,6.32,4,5446,8,0
C02856,East,Delhi,635,1055,Variable,19,4.89,2,3167,0,0
C02857,South,Chennai,629,325,Variable,47,1.84,4,4314,1,0
C02858,South,Gurgaon,749,387,Fixed,34,0.1,1,2013,17,1
C02859,North,Chennai,666,818,Fixed,3,4.25,4,4911,19,1
C02860,South,Patna,669,842,Fixed,30,0.19,2,3725,7,1
C02861,East,Kolkata,548,439,Fixed,26,6.78,3,2960,5,0
C02862,South,Gurgaon,463,413,Fixed,35,1.29,4,3974,0,0
C02863,East,Patna,893,323,Variable,22,3.45,7,5096,11,0
C02864,West,Patna,616,768,Fixed,9,2.84,4,3378,12,0
C02865,East,Patna,581,371,Fixed,18,1.4,7,6154,15,0
C02866,West,Patna,840,620,Variable,27,6.49,2,5158,13,0
C02867,South,Kolkata,618,538,Fixed,37,0.36,4,5276,7,1
C02868,East,Mumbai,570,935,Variable,44,6.05,5,6351,5,0
C02869,North,Pune,557,762,Variable,30,1.01,1,1790,10,0
C02870,East,Kolkata,838,630,Variable,12,4.73,7,6244,14,0
C02871,West,Pune,357,1074,Variable,33,3.85,3,3628,5,0
C02872,West,Gurgaon,780,639,Fixed,24,6.78,5,2858,6,0
C02873,North,Noida,209,879,Variable,20,3.13,3,3649,11,0
C02874,East,Delhi,335,520,Fixed,1,5.82,6,6159,10,0
C02875,South,Hyderabad,538,779,Variable,22,6.95,3,5126,8,1
C02876,East,Mumbai,564,687,Variable,29,2.59,0,2658,13,1
C02877,East,Mumbai,806,977,Fixed,34,1.44,7,1662,2,1
C02878,East,Patna,821,401,Fixed,44,5.09,2,3043,19,1
C02879,North,Kolkata,673,883,Variable,19,4.97,2,5490,18,0
C02880,North,Pune,559,500,Fixed,1,3.61,4,2084,10,1
C02881,North,Mumbai,234,541,Variable,39,4.85,7,5093,14,1
C02882,North,Pune,311,600,Variable,19,3.33,5,2787,14,0
C02883,North,Patna,817,1180,Variable,27,5.12,1,3386,17,0
C02884,South,Pune,373,560,Variable,14,6.89,1,2542,17,1
C02885,East,Chennai,604,1009,Fixed,4,2.78,1,5787,2,0
C02886,East,Noida,343,1207,Fixed,2,6.39,2,4804,11,1
C02887,South,Mumbai,627,959,Fixed,40,2.62,6,2936,2,0
C02888,South,Noida,255,1100,Variable,24,5,1,5573,17,0
C02889,South,Delhi,614,764,Variable,45,0.02,2,3406,9,0
C02890,South,Hyderabad,862,853,Fixed,32,1.68,5,1855,6,1
C02891,North,Hyderabad,346,1052,Fixed,8,3.91,4,5077,2,0
C02892,East,Pune,722,601,Fixed,31,2.29,2,1720,18,0
C02893,South,Chennai,677,1010,Variable,29,3.84,0,3565,2,1
C02894,West,Delhi,546,770,Fixed,9,0.33,0,5136,3,1
C02895,South,Hyderabad,738,654,Variable,27,0.51,1,4728,18,0
C02896,East,Kolkata,664,621,Fixed,6,4.74,5,2233,14,0
C02897,West,Noida,208,1062,Fixed,6,5.59,3,4674,15,0
C02898,South,Pune,874,330,Fixed,36,4.7,4,2069,18,1
C02899,North,Kolkata,878,1115,Variable,27,4.61,0,5930,5,1
C02900,North,Gurgaon,327,936,Variable,38,1.72,7,4004,2,0
C02901,West,Chennai,560,417,Fixed,17,1.59,5,4016,6,1
C02902,North,Noida,556,653,Fixed,36,3.77,4,3382,0,0
C02903,West,Noida,709,493,Variable,41,1.57,7,5817,16,0
C02904,South,Gurgaon,738,717,Variable,13,3.63,2,1958,15,0
C02905,East,Chennai,342,534,Fixed,29,3.28,6,6360,9,1
C02906,West,Mumbai,578,365,Fixed,6,5.33,6,6274,0,0
C02907,South,Gurgaon,682,809,Fixed,3,5.31,6,4595,17,0
C02908,West,Pune,872,1242,Variable,21,6.54,0,2996,7,0
C02909,East,Kolkata,251,830,Variable,15,0.24,0,5389,4,1
C02910,North,Kolkata,431,485,Fixed,18,6.4,0,2104,8,0
C02911,North,Mumbai,812,1017,Fixed,27,1.82,1,4957,12,0
C02912,West,Mumbai,897,323,Fixed,5,6.72,0,2409,6,0
C02913,East,Gurgaon,710,363,Fixed,47,3.73,0,2060,7,0
C02914,South,Gurgaon,203,828,Fixed,9,2.3,1,1672,10,0
C02915,South,Chennai,836,307,Variable,9,0.27,1,3799,10,0
C02916,South,Bangalore,487,654,Variable,20,0.15,6,5546,0,0
C02917,West,Hyderabad,854,662,Variable,16,6.03,1,2629,15,1
C02918,North,Chennai,457,1102,Fixed,20,5.54,1,4335,5,1
C02919,West,Delhi,744,974,Variable,19,3.99,7,3147,19,0
C02920,West,Delhi,580,1072,Fixed,26,3.8,0,5879,17,1
C02921,West,Pune,825,904,Variable,38,6.42,5,4282,1,0
C02922,South,Gurgaon,339,1001,Variable,15,6.27,6,5597,9,0
C02923,East,Noida,704,852,Fixed,25,2.5,0,1957,19,0
C02924,West,Pune,698,667,Fixed,6,1.16,6,3307,7,0
C02925,South,Gurgaon,505,380,Variable,10,1.6,4,4664,6,1
C02926,West,Delhi,596,422,Variable,28,3.76,1,4591,14,0
C02927,West,Mumbai,343,320,Fixed,27,3.85,1,2456,3,0
C02928,South,Bangalore,735,885,Fixed,16,6.91,0,2673,19,1
C02929,East,Delhi,581,1127,Fixed,36,0.41,3,3008,8,0
C02930,East,Gurgaon,506,849,Fixed,14,1.42,7,4716,3,1
C02931,North,Bangalore,470,591,Variable,11,4.68,3,4238,13,0
C02932,West,Gurgaon,434,553,Fixed,12,5.84,7,5831,13,0
C02933,North,Delhi,637,1162,Fixed,36,5.26,6,5689,0,1
C02934,South,Hyderabad,519,805,Fixed,15,1.07,0,3701,15,0
C02935,West,Hyderabad,860,593,Fixed,1,0.67,3,4571,14,1
C02936,South,Hyderabad,304,808,Variable,10,6.37,4,3645,10,0
C02937,North,Chennai,454,990,Fixed,46,5.22,5,2867,13,0
C02938,South,Kolkata,589,337,Variable,2,1.88,5,5946,9,1
C02939,South,Chennai,251,1213,Fixed,5,5.77,1,1688,12,0
C02940,East,Delhi,732,923,Fixed,26,1.42,2,5709,12,0
C02941,West,Chennai,684,990,Fixed,28,4.97,4,4101,9,0
C02942,West,Hyderabad,422,1042,Fixed,37,6.38,3,1546,14,1
C02943,West,Hyderabad,251,476,Fixed,20,0.39,5,3970,2,1
C02944,South,Hyderabad,621,741,Fixed,14,5.99,4,6346,16,1
C02945,East,Pune,384,865,Fixed,25,6.08,5,2133,4,1
C02946,North,Patna,493,591,Fixed,21,0.13,0,2383,8,1
C02947,West,Delhi,476,861,Variable,1,0.7,5,4106,19,0
C02948,South,Mumbai,504,570,Fixed,33,0.46,0,5988,7,1
C02949,East,Kolkata,497,340,Fixed,41,0.08,1,5095,8,0
C02950,East,Noida,274,433,Fixed,31,4.81,0,5285,0,0
C02951,West,Bangalore,428,1234,Variable,35,1.48,0,6145,3,0
C02952,East,Hyderabad,370,392,Variable,38,0.92,7,2278,5,0
C02953,East,Delhi,214,390,Variable,37,5.29,3,4733,9,0
C02954,South,Mumbai,486,365,Fixed,42,0.38,4,1734,5,0
C02955,North,Mumbai,375,1255,Fixed,47,4.83,2,5483,9,0
C02956,East,Delhi,392,1042,Fixed,37,2.39,6,5814,6,0
C02957,North,Mumbai,205,929,Fixed,35,1.79,0,1598,18,0
C02958,East,Pune,891,645,Variable,17,0.97,5,4709,7,0
C02959,East,Delhi,456,1024,Fixed,37,4.56,2,5934,6,0
C02960,East,Hyderabad,267,1078,Fixed,6,6.08,5,4079,3,1
C02961,West,Mumbai,276,881,Variable,26,3.57,5,5724,6,1
C02962,West,Delhi,801,362,Fixed,2,2.73,3,3964,0,0
C02963,West,Pune,359,402,Variable,23,5.27,3,6316,10,0
C02964,North,Hyderabad,459,1124,Fixed,24,5.09,1,4051,3,0
C02965,North,Gurgaon,527,365,Fixed,13,6.03,3,6260,13,1
C02966,West,Hyderabad,636,412,Fixed,9,5.87,5,1813,1,0
C02967,North,Delhi,341,487,Variable,37,0.21,3,3518,1,1
C02968,South,Patna,887,918,Variable,23,2.09,3,5992,12,0
C02969,North,Mumbai,213,1113,Fixed,43,1.44,4,1630,0,0
C02970,South,Noida,646,560,Fixed,29,0.68,1,5121,7,0
C02971,West,Pune,687,718,Fixed,7,3.52,2,3688,19,0
C02972,South,Pune,342,335,Variable,15,1.39,0,2302,12,0
C02973,West,Delhi,388,860,Fixed,29,4.47,0,4277,11,0
C02974,West,Delhi,350,891,Fixed,14,3.32,4,4207,19,0
C02975,West,Mumbai,694,981,Variable,35,0.65,4,2192,7,0
C02976,North,Pune,310,788,Variable,7,2.46,3,5609,8,1
C02977,East,Hyderabad,355,1244,Variable,31,4.26,5,6365,17,0
C02978,East,Kolkata,740,495,Variable,11,2.29,3,6176,0,0
C02979,South,Gurgaon,216,671,Fixed,1,0.77,5,2608,4,0
C02980,East,Patna,612,1272,Fixed,8,2.15,0,2806,14,0
C02981,West,Pune,253,626,Fixed,3,1.02,1,1907,16,1
C02982,East,Pune,827,1192,Fixed,27,2.8,7,4289,11,0
C02983,South,Gurgaon,861,383,Fixed,17,4.72,0,4123,16,1
C02984,West,Patna,802,622,Variable,38,5.9,0,3472,13,0
C02985,North,Mumbai,305,684,Variable,3,4.81,1,3450,11,0
C02986,West,Bangalore,652,885,Fixed,46,5.79,2,5799,2,1
C02987,West,Gurgaon,371,381,Fixed,32,2.46,6,1745,14,0
C02988,South,Pune,391,833,Fixed,4,0.98,1,3608,12,1
C02989,North,Hyderabad,636,627,Fixed,38,4.98,2,3863,5,1
C02990,West,Noida,262,989,Variable,2,2.16,2,2331,3,1
C02991,North,Bangalore,285,695,Variable,38,3.54,4,1736,1,1
C02992,West,Kolkata,362,384,Variable,14,3.69,1,1979,11,0
C02993,West,Hyderabad,846,695,Variable,6,0.79,7,5215,10,0
C02994,South,Delhi,540,763,Fixed,19,4.27,0,6265,16,0
C02995,West,Chennai,638,490,Variable,34,4.27,2,4797,7,0
C02996,West,Chennai,768,1283,Variable,24,1.28,7,5023,14,0
C02997,West,Hyderabad,471,1131,Fixed,35,5.91,2,2373,6,1
C02998,East,Chennai,582,1147,Fixed,43,4.84,3,2891,15,0
C02999,North,Patna,554,674,Fixed,2,4.44,4,4571,9,0
C03000,South,Mumbai,481,831,Fixed,31,0.07,6,3455,1,0
C03001,South,Noida,652,914,Fixed,21,5.95,5,4983,0,0
C03002,South,Chennai,305,319,Variable,25,0.76,1,1713,8,0
C03003,West,Chennai,642,845,Variable,16,4.01,7,1747,2,0
C03004,North,Chennai,853,411,Variable,1,0.27,5,3467,17,1
C03005,East,Patna,898,939,Fixed,20,6.73,2,5924,7,1
C03006,East,Mumbai,883,960,Fixed,5,2.77,0,1758,15,0
C03007,South,Mumbai,872,1281,Fixed,9,5.86,5,4882,8,0
C03008,North,Delhi,282,763,Fixed,3,2.84,1,2465,4,0
C03009,East,Hyderabad,534,409,Fixed,28,0.47,0,5557,16,1
C03010,South,Patna,684,1238,Variable,2,0.5,7,3839,15,0
C03011,East,Patna,880,435,Fixed,36,4.83,1,4581,0,0
C03012,East,Gurgaon,200,1102,Fixed,29,4.37,6,3187,16,0
C03013,North,Gurgaon,361,953,Fixed,45,2.02,1,2741,17,0
C03014,South,Mumbai,380,411,Variable,40,3.54,1,5425,17,1
C03015,East,Gurgaon,464,411,Variable,17,6,3,5704,16,1
C03016,West,Kolkata,296,451,Fixed,40,3.79,3,4536,2,0
C03017,West,Chennai,472,786,Variable,43,1.65,5,5968,17,1
C03018,East,Patna,607,903,Variable,6,4.02,1,5414,10,0
C03019,North,Kolkata,463,1103,Fixed,2,3.58,4,1843,11,1
C03020,North,Gurgaon,805,1245,Variable,43,6.12,2,3998,6,0
C03021,East,Patna,365,882,Variable,30,2.85,7,4450,8,1
C03022,North,Chennai,841,682,Variable,16,6.38,6,3399,13,0
C03023,North,Patna,888,414,Fixed,30,4,2,2342,12,0
C03024,West,Patna,512,516,Fixed,27,2.77,3,2627,11,1
C03025,South,Delhi,881,1147,Variable,35,5.51,0,3266,15,0
C03026,South,Noida,822,1264,Variable,22,4.42,4,4927,0,1
C03027,East,Mumbai,216,1202,Variable,21,1.73,3,5114,11,0
C03028,East,Delhi,897,1139,Variable,27,1.57,6,2275,6,0
C03029,East,Gurgaon,837,749,Fixed,38,6.99,2,4474,5,0
C03030,West,Mumbai,876,1025,Variable,25,1.39,4,3888,11,1
C03031,West,Pune,488,880,Fixed,30,6.56,5,3273,1,0
C03032,North,Chennai,220,1168,Fixed,31,3.02,2,2510,15,0
C03033,West,Patna,882,1016,Fixed,17,6.59,3,6000,13,0
C03034,South,Patna,337,599,Variable,13,6.67,4,3401,6,0
C03035,West,Delhi,318,859,Variable,44,4.64,1,6114,3,0
C03036,East,Chennai,219,608,Fixed,12,0.97,1,5039,5,1
C03037,South,Pune,656,970,Fixed,19,3.45,5,5396,5,0
C03038,North,Pune,390,375,Fixed,39,2.9,1,5629,11,1
C03039,South,Mumbai,481,450,Fixed,35,3.32,1,1778,2,1
C03040,West,Chennai,609,1199,Fixed,20,6.38,2,6040,12,0
C03041,West,Pune,851,1289,Fixed,10,2.91,4,5033,5,0
C03042,North,Mumbai,581,792,Variable,33,6.42,0,5979,6,0
C03043,East,Delhi,599,431,Variable,13,3.05,7,4016,7,1
C03044,North,Chennai,379,1245,Variable,44,6.83,3,1786,16,0
C03045,North,Kolkata,484,962,Fixed,19,4.83,4,3618,13,1
C03046,North,Pune,806,366,Variable,4,2.7,1,1626,5,1
C03047,North,Patna,292,849,Variable,44,1.37,3,3906,8,0
C03048,West,Patna,608,958,Variable,47,5.01,4,1682,1,0
C03049,East,Patna,287,1191,Fixed,5,4.29,1,5515,3,1
C03050,South,Hyderabad,546,484,Fixed,12,5.38,7,4633,16,1
C03051,East,Pune,476,1281,Fixed,5,0.53,4,3077,18,0
C03052,East,Chennai,778,999,Fixed,24,4.02,5,2706,7,1
C03053,North,Patna,216,1135,Fixed,26,1.05,0,1824,12,0
C03054,East,Mumbai,547,339,Variable,46,3.06,3,3335,13,0
C03055,North,Patna,765,688,Variable,27,2.06,2,4042,6,1
C03056,South,Bangalore,613,1144,Variable,2,3.17,5,4412,0,0
C03057,North,Kolkata,399,608,Variable,7,0.71,2,2672,2,0
C03058,South,Delhi,365,1117,Fixed,22,5.23,1,2392,18,0
C03059,East,Mumbai,238,1164,Fixed,21,3.25,7,5255,3,0
C03060,North,Patna,850,894,Variable,31,2.8,7,2921,15,0
C03061,West,Pune,746,676,Variable,36,2.88,3,3690,3,1
C03062,South,Bangalore,540,487,Fixed,31,1.57,6,4865,11,0
C03063,East,Mumbai,742,975,Variable,9,6.66,0,3129,13,1
C03064,South,Gurgaon,254,882,Fixed,12,0.92,7,6131,12,0
C03065,North,Chennai,801,1160,Variable,37,0.43,4,5962,13,1
C03066,West,Chennai,366,899,Fixed,3,3.58,6,2373,9,1
C03067,South,Noida,643,708,Fixed,44,3.27,0,2797,3,0
C03068,South,Kolkata,640,903,Variable,16,1.5,6,2186,6,0
C03069,South,Pune,475,446,Variable,47,3.36,4,3599,5,0
C03070,East,Hyderabad,613,956,Fixed,10,3.53,3,2767,14,0
C03071,West,Bangalore,429,677,Variable,9,5.03,0,5095,16,0
C03072,West,Noida,454,720,Fixed,4,0.4,6,4492,0,0
C03073,West,Bangalore,765,860,Fixed,21,0.14,4,1632,11,1
C03074,South,Hyderabad,400,1045,Fixed,26,6.53,7,3554,6,0
C03075,South,Patna,844,732,Fixed,1,3.69,3,5894,14,0
C03076,South,Bangalore,365,1259,Fixed,10,5.81,1,6274,18,0
C03077,South,Delhi,635,685,Fixed,5,4.43,1,5710,0,1
C03078,North,Patna,801,992,Variable,7,3.05,5,4378,6,0
C03079,North,Kolkata,673,570,Fixed,11,5.53,7,3173,13,1
C03080,East,Noida,237,327,Variable,11,4.22,4,5959,1,0
C03081,South,Mumbai,516,313,Fixed,33,4.1,1,2841,18,0
C03082,East,Hyderabad,828,418,Fixed,40,4.09,1,5914,17,0
C03083,West,Chennai,479,990,Fixed,4,5.19,1,2061,15,1
C03084,South,Hyderabad,833,1145,Fixed,22,5.72,3,1804,2,0
C03085,North,Delhi,569,536,Fixed,20,4.63,0,5997,2,0
C03086,South,Mumbai,639,1094,Fixed,14,5.49,7,5264,13,0
C03087,West,Pune,533,1216,Fixed,22,2.25,5,5018,2,0
C03088,East,Noida,570,1062,Fixed,9,4.39,5,4547,16,0
C03089,South,Kolkata,360,1210,Fixed,11,2.76,3,2849,16,0
C03090,North,Mumbai,732,1023,Variable,43,4.05,1,4218,8,1
C03091,West,Gurgaon,484,1299,Fixed,30,6.5,3,2228,10,0
C03092,West,Bangalore,825,518,Fixed,30,3.97,5,2430,8,0
C03093,East,Kolkata,621,957,Fixed,40,6.01,1,2459,4,0
C03094,South,Mumbai,776,385,Variable,3,1.28,2,3488,10,0
